price,rooms,lat,lng,square_total,square_living,square_kitchen,type_apartment,ceiling,renovation,view,type_house,floor_type,built_year,energy_efficiency,playground,sportsground,foundation_type,electrical_type,heating_type,hot_water_type,cold_water_type,sewerage_type,gas_type,ventilation_type,firefighting_type,drainage_type,floor_flat,floor_house
8370000,2,55.848362,37.425935,40.0,24.5,6.0,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1968.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,8.0,12.0
21000000,2,55.66132800000001,37.509343,80.0,47.0,15.0,Вторичка,2.9,Без ремонта,На улицу и двор,Монолитный,Железобетонные,2010.0,E,Есть,Есть,Свайный,Комбинированное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Смешанные,21.0,36.0
21000000,2,55.681265,37.582403,78.4,32.5,13.0,Вторичка,2.7,Евроремонт,Во двор,Панельный,Железобетонные,2005.0,D,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,2.0,17.0
16500000,2,55.774745,37.548609,64.0,39.0,11.0,Вторичка,2.85,Евроремонт,Во двор,Монолитный,Железобетонные,2010.0,Не присвоен,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,26.0,37.0
26000000,2,55.75072700000001,37.562272,64.0,28.0,10.0,Вторичка,3.3,Евроремонт,На улицу и двор,Кирпичный,Железобетонные,1957.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,4.0,10.0
11600000,2,55.565865,37.471021,64.0,32.2,11.4,Вторичка,2.85,Косметический,Во двор,Монолитно кирпичный,Железобетонные,2013.0,C,Есть,Есть,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ИТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,9.0,17.0
28800000,2,55.66132800000001,37.509343,74.5,44.0,10.0,Вторичка,2.9,Дизайнерский,На улицу,Монолитный,Железобетонные,2010.0,E,Есть,Есть,Свайный,Комбинированное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Смешанные,35.0,48.0
11400000,2,55.73638199999999,37.530211,42.5,26.7,6.5,Вторичка,2.5,Косметический,Во двор,Блочный,Железобетонные,1962.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,3.0,5.0
13495000,2,55.56901600000001,37.48614,70.0,36.0,17.0,Вторичка,3.0,Дизайнерский,На улицу и двор,Монолитный,Железобетонные,2014.0,C,Есть,Есть,Бетонные столбы,Центральное,"Автономная котельная (крышная, встроенно-пристроенная)","Автономная котельная (крышная, встроенно-пристроенная)",Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,4.0,17.0
7750000,2,55.682991,37.741953,42.3,26.6,5.2,Вторичка,2.64,Без ремонта,Во двор,Кирпичный,Железобетонные,1965.0,B,Есть,Есть,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточная вентиляция,Пожарный кран,Наружные водостоки,5.0,5.0
23000000,2,55.813698,37.567285,82.0,37.0,25.0,Вторичка,2.8,Евроремонт,Во двор,Панельный,Железобетонные,1960.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,7.0,8.0
12590000,2,55.62205,37.6964,51.5,29.2,8.0,Вторичка,2.64,Евроремонт,Во двор,Панельный,Железобетонные,1985.0,D,Есть,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,14.0
21600000,2,55.775307,37.527238,61.4,33.0,17.0,Вторичка,3.1,Без ремонта,Во двор,Монолитный,Железобетонные,2020.0,A+,Отсутствует,Отсутствует,Сплошной,Центральное,Индивидуальный тепловой пункт (ИТП),Закрытая с приготовлением горячей воды на ИТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарный кран,Внутренние водостоки,14.0,24.0
78000000,2,55.716848,37.508023,123.0,71.0,27.0,Вторичка,3.0,Дизайнерский,Во двор,Монолитный,Железобетонные,2005.0,Не присвоен,Есть,Есть,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,3.0,12.0
14300000,2,55.855937,37.49815,57.0,35.0,7.7,Вторичка,2.8,Косметический,Во двор,Панельный,Железобетонные,1973.0,D,Есть,Отсутствует,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,5.0,17.0
10450000,2,55.639725,37.662578,50.1,29.5,8.0,Вторичка,2.64,Без ремонта,Во двор,Панельный,Железобетонные,1989.0,A,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарный кран,Внутренние водостоки,12.0,14.0
88000000,2,55.723237,37.527903,140.0,50.0,20.0,Вторичка,5.0,Дизайнерский,Во двор,Монолитный,Железобетонные,2011.0,B+,Есть,Есть,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,50.0,50.0
14500000,2,55.835483,37.658338,60.0,40.0,10.0,Вторичка,3.1,Без ремонта,На улицу,Монолитный,Железобетонные,2015.0,B,Есть,Есть,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,15.0,58.0
11000000,2,55.552581,37.55836400000001,55.4,30.4,11.9,Вторичка,2.64,Евроремонт,Во двор,Панельный,Железобетонные,2002.0,Не присвоен,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,3.0,12.0
15400000,2,55.888998,37.558436,73.8,27.4,22.6,Вторичка,3.0,Евроремонт,На улицу,Монолитный,Железобетонные,2006.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,8.0,32.0
11500000,2,55.66327800000001,37.768992,57.4,32.0,11.0,Вторичка,2.0,Дизайнерский,Во двор,Панельный,Железобетонные,2000.0,Не присвоен,Отсутствует,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,10.0,22.0
15500000,2,55.65392900000001,37.42315900000001,64.3,34.0,13.0,Вторичка,3.0,Дизайнерский,Во двор,Монолитный,Железобетонные,2018.0,B,Отсутствует,Отсутствует,Свайный,Центральное,Индивидуальный тепловой пункт (ИТП),Закрытая с приготовлением горячей воды на ИТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,5.0,7.0
10800000,2,55.790641,37.798834,46.8,30.0,9.9,Вторичка,2.7,Косметический,На улицу,Кирпичный,Железобетонные,1973.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,12.0,12.0
10900000,2,55.892223,37.597423,44.7,28.6,6.7,Вторичка,2.65,Косметический,Во двор,Панельный,Железобетонные,1975.0,A,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,2.0,12.0
10500000,2,55.524324,37.511859,55.0,30.0,11.0,Вторичка,2.9,Косметический,Во двор,Монолитно кирпичный,Железобетонные,2013.0,B,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,13.0,17.0
22500000,2,55.749846,37.567051,60.0,29.0,10.5,Вторичка,3.0,Евроремонт,На улицу и двор,Кирпичный,Железобетонные,1959.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,4.0,8.0
20000000,2,55.708587,37.482906,65.7,42.0,11.0,Вторичка,2.9,Евроремонт,Во двор,Монолитный,Железобетонные,2003.0,Не присвоен,Есть,Есть,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарный кран,Внутренние водостоки,4.0,22.0
10800000,2,55.607773,37.544279,54.4,32.0,9.0,Вторичка,2.7,Косметический,На улицу,Монолитный,Железобетонные,1978.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,15.0,16.0
30000000,2,55.66132800000001,37.509343,86.9,46.8,15.0,Вторичка,3.05,Дизайнерский,На улицу и двор,Монолитный,Железобетонные,2010.0,E,Есть,Есть,Свайный,Комбинированное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Смешанные,26.0,48.0
12800000,2,55.841584,37.530858,50.8,31.0,9.0,Вторичка,2.64,Евроремонт,Во двор,Панельный,Железобетонные,1999.0,D,Отсутствует,Отсутствует,Свайный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,15.0,17.0
16500000,2,55.776451,37.644252,54.0,33.5,9.5,Вторичка,2.7,Косметический,Во двор,Панельный,Железобетонные,1976.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,16.0
43500000,2,55.727693,37.535359,69.0,50.9,7.1,Вторичка,3.1,Дизайнерский,Во двор,Монолитный,Железобетонные,2017.0,B,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,5.0,16.0
12000000,2,55.849408,37.35089,50.4,31.5,8.4,Вторичка,2.7,Косметический,Во двор,Панельный,Железобетонные,1993.0,C,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,17.0
17500000,2,55.76955,37.37659,67.4,26.0,16.7,Вторичка,2.9,Дизайнерский,На улицу и двор,Монолитный,Железобетонные,2017.0,B+,Есть,Есть,Ленточный,Центральное,Индивидуальный тепловой пункт (ИТП),Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Смешанные,9.0,23.0
18190548,2,55.770775,37.376626,82.4,36.2,13.9,Вторичка,2.9,Без ремонта,Во двор,Монолитный,Железобетонные,2017.0,B+,Есть,Есть,Сплошной,Центральное,Индивидуальный тепловой пункт (ИТП),Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Смешанные,8.0,23.0
10300000,2,55.67556,37.682503,42.0,24.0,7.0,Вторичка,2.64,Косметический,Во двор,Блочный,Железобетонные,1968.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,12.0,12.0
9800000,2,55.873036,37.677158,41.0,26.0,8.0,Вторичка,2.8,Косметический,На улицу,Панельный,Железобетонные,1974.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,8.0,16.0
13500000,2,55.673976,37.525863,48.0,30.0,8.0,Вторичка,2.75,Косметический,На улицу,Кирпичный,Железобетонные,1960.0,Не присвоен,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Автоматическая,Наружные водостоки,3.0,7.0
15200000,2,55.740588,37.675729,56.0,30.0,10.0,Вторичка,3.0,Евроремонт,На улицу,Кирпичный,Железобетонные,1959.0,Не присвоен,Есть,Есть,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,8.0,8.0
11500000,2,55.86406,37.51202,59.0,32.0,10.5,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,2003.0,D,Отсутствует,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,12.0,22.0
8800000,2,55.762449,37.828524,45.0,27.5,6.0,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1973.0,Не присвоен,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,9.0,9.0
11899000,2,55.79806,37.732197,56.4,29.6,10.8,Вторичка,2.7,Без ремонта,Во двор,Кирпичный,Железобетонные,1981.0,E,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,10.0,27.0
65000000,2,55.718872,37.499893,126.5,34.0,55.0,Вторичка,2.7,Дизайнерский,Во двор,Монолитный,Железобетонные,1997.0,Не присвоен,Есть,Есть,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ИТП,Центральное,Автономное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Наружные водостоки,2.0,7.0
12500000,2,55.56840500000001,37.485933,65.7,36.0,16.0,Вторичка,2.8,Евроремонт,Во двор,Монолитный,Железобетонные,2014.0,C,Есть,Есть,Бетонные столбы,Центральное,"Автономная котельная (крышная, встроенно-пристроенная)","Автономная котельная (крышная, встроенно-пристроенная)",Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,15.0,17.0
12400000,2,55.870693,37.501806,57.8,33.7,10.0,Вторичка,2.64,Косметический,На улицу и двор,Монолитный,Железобетонные,1996.0,E,Отсутствует,Есть,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,10.0,17.0
9100000,2,55.89930500000001,37.61933300000001,48.0,32.0,9.0,Вторичка,2.64,Косметический,На улицу,Блочный,Железобетонные,1977.0,A,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,2.0,12.0
22200000,2,55.756386,37.50884,71.0,42.0,16.0,Вторичка Апартаменты,3.0,Евроремонт,На улицу,Монолитный,Железобетонные,2015.0,B,Есть,Отсутствует,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,15.0,21.0
14000000,2,55.727638,37.666072,46.0,27.0,5.5,Вторичка,2.6,Евроремонт,Во двор,Кирпичный,Железобетонные,1967.0,Не присвоен,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Пожарный кран,Внутренние водостоки,7.0,9.0
14650000,2,55.637596,37.333462,65.1,35.2,10.0,Вторичка,3.0,Дизайнерский,Во двор,Монолитный,Железобетонные,2014.0,A,Отсутствует,Отсутствует,Свайный,Центральное,Индивидуальный тепловой пункт (ИТП),Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,25.0
18900000,2,55.84630500000001,37.371416,66.0,36.0,15.0,Вторичка,2.8,Евроремонт,На улицу и двор,Монолитный,Железобетонные,2015.0,A,Есть,Есть,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточная вентиляция,Автоматическая,Внутренние водостоки,12.0,25.0
10350000,2,55.54655699999999,37.519557,50.5,30.0,8.7,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,2000.0,Не присвоен,Отсутствует,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,6.0,14.0
16300000,2,55.730497,37.461373,57.8,33.7,14.8,Вторичка,2.64,Евроремонт,Во двор,Панельный,Железобетонные,1998.0,Не присвоен,Отсутствует,Отсутствует,Сборный,Центральное,"Автономная котельная (крышная, встроенно-пристроенная)","Автономная котельная (крышная, встроенно-пристроенная)",Центральное,Центральное,Центральное,Вытяжная вентиляция,Пожарный кран,Внутренние водостоки,16.0,17.0
9800000,2,55.567519,37.566961,53.0,32.0,9.0,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1994.0,Не присвоен,Отсутствует,Отсутствует,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,6.0,14.0
7590000,2,55.489141,37.303746,51.6,31.0,9.8,Вторичка,2.48,Косметический,Во двор,Монолитный,Железобетонные,1978.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,12.0
26000000,2,55.755707,37.568857,58.6,33.5,9.2,Вторичка,3.1,Дизайнерский,На улицу и двор,Кирпичный,Железобетонные,1951.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,5.0,8.0
12500000,2,55.605861,37.747082,54.0,32.3,10.0,Вторичка,2.64,Евроремонт,Во двор,Панельный,Железобетонные,1986.0,C,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,13.0,17.0
35000000,2,55.702951,37.509742,75.2,41.9,11.5,Вторичка,3.0,Без ремонта,На улицу и двор,Монолитный,Железобетонные,2005.0,B++,Есть,Есть,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,16.0,16.0
13500000,2,55.560779,37.587236,62.0,31.0,15.0,Вторичка,2.78,Дизайнерский,Во двор,Панельный,Железобетонные,2005.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,3.0,24.0
14300000,2,55.861125,37.468335,62.0,35.0,13.0,Вторичка,2.75,Косметический,На улицу и двор,Панельный,Железобетонные,2007.0,B,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,15.0,17.0
11000000,2,55.548024,37.567276,55.9,29.0,11.8,Вторичка,2.64,Косметический,На улицу и двор,Панельный,Железобетонные,2005.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,5.0,9.0
9000000,2,55.877263,37.693642,38.9,24.0,6.0,Вторичка,2.64,Косметический,Во двор,Блочный,Железобетонные,1968.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,12.0
9000000,2,55.654447,37.71539,52.7,30.0,8.8,Вторичка,2.75,Без ремонта,Во двор,Панельный,Железобетонные,1980.0,Не присвоен,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,6.0,12.0
15500000,2,55.68634,37.524606,53.75,33.1,8.0,Вторичка,3.0,Косметический,На улицу,Кирпичный,Железобетонные,1958.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,2.0,9.0
8000000,2,55.94955600000001,37.346012,57.8,31.0,11.0,Вторичка,2.8,Косметический,На улицу,Монолитный,Железобетонные,2014.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,15.0,25.0
12700000,2,55.654228,37.7585,51.0,29.0,8.5,Вторичка,2.64,Евроремонт,На улицу и двор,Панельный,Железобетонные,1996.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,14.0
13100000,2,55.590516,37.612802,63.6,33.7,12.8,Вторичка,2.65,Евроремонт,На улицу и двор,Панельный,Железобетонные,2004.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарный кран,Внутренние водостоки,2.0,17.0
11500000,2,55.894177,37.59984,46.0,30.2,8.0,Вторичка,2.6,Косметический,Во двор,Панельный,Железобетонные,1974.0,A,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,10.0,12.0
11500000,2,55.655483,37.774319,66.5,32.7,10.1,Вторичка,2.65,Без ремонта,На улицу,Панельный,Железобетонные,2002.0,Не присвоен,Есть,Есть,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,8.0,16.0
14080000,2,55.859074,37.418919,64.4,32.1,9.1,Вторичка,2.6,Евроремонт,На улицу и двор,Панельный,Железобетонные,2004.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарный кран,Внутренние водостоки,3.0,17.0
14600000,2,55.73721800000001,37.663836,48.0,29.1,7.6,Вторичка,2.7,Косметический,Во двор,Панельный,Железобетонные,1979.0,Не присвоен,Есть,Есть,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,3.0,18.0
20990000,2,55.739747,37.670672,53.0,28.0,9.0,Вторичка,2.5,Евроремонт,На улицу и двор,Кирпичный,Железобетонные,1987.0,Не присвоен,Есть,Есть,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,8.0,12.0
11000000,2,55.823525,37.760027,55.0,30.4,8.8,Вторичка,2.64,Евроремонт,На улицу и двор,Монолитный,Железобетонные,1985.0,D,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,8.0,12.0
12700000,2,55.649657,37.515901,50.0,30.0,10.0,Вторичка,2.48,Евроремонт,Во двор,Панельный,Железобетонные,1981.0,D,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,10.0,16.0
12150000,2,55.618949,37.540838,56.0,33.0,10.0,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1979.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,11.0,16.0
